0.041607	0.041607	
1.844598	1.844598	
3.675326	3.675326	
5.478316	5.478316	
7.322914	7.322914	
9.153642	9.153642	
10.984370	10.984370	
12.801230	12.801230	
14.590351	14.590351	
16.421079	16.421079	
18.251807	18.251807	
20.068667	20.068667	
21.857788	21.857788	
23.716254	23.716254	
25.533113	25.533113	
27.336104	27.336104	
29.139094	29.139094	
30.969822	30.969822	
32.772812	32.772812	
34.603541	34.603541	
36.406531	36.406531	
38.251128	38.251128	
40.067987	40.067987	
41.884847	41.884847	
43.673968	43.673968	
45.490827	45.490827	
47.335424	47.335424	
49.152284	49.152284	
50.955274	50.955274	
52.633441	52.633441	
54.616730	54.616730	
56.405851	56.405851	
58.236580	58.236580	
59.887009	59.887009	
61.870298	61.870298	
63.687158	63.687158	
65.497082	65.497082	
67.362483	67.362483	
69.165474	69.165474	
70.961529	70.961529	
72.771454	72.771454	
74.588313	74.588313	
76.439845	76.439845	
78.235901	78.235901	
80.045825	80.045825	
81.911227	81.911227	
83.707282	83.707282	
85.503338	85.503338	
87.327131	87.327131	
89.164794	89.164794	
90.974719	90.974719	
92.777709	92.777709	
94.587634	94.587634	
96.446101	96.446101	
98.262960	98.262960	
100.059015	100.059015	
101.862005	101.862005	
103.706603	103.706603	
105.530397	105.530397	
107.319518	107.319518	
109.136377	109.136377	
110.821479	110.821479	
112.804768	112.804768	
114.600824	114.600824	
116.417683	116.417683	
118.075047	118.075047	
120.072205	120.072205	
121.868261	121.868261	
123.685120	123.685120	
125.363288	125.363288	
127.339642	127.339642	
129.142632	129.142632	
130.952557	130.952557	
132.616856	132.616856	
134.593210	134.593210	
136.410069	136.410069	
138.226929	138.226929	
139.905096	139.905096	
141.881451	141.881451	
143.691375	143.691375	
145.494365	145.494365	
147.179468	147.179468	
149.176626	149.176626	
150.965747	150.965747	
152.775672	152.775672	
154.439970	154.439970	
156.444063	156.444063	
158.226249	158.226249	
160.043109	160.043109	
161.859968	161.859968	
163.704565	163.704565	
165.507555	165.507555	
167.324415	167.324415	
168.981779	168.981779	
170.958133	170.958133	
172.774992	172.774992	
174.591852	174.591852	
176.249216	176.249216	
178.225570	178.225570	
180.042429	180.042429	
181.873158	181.873158	
183.530522	183.530522	
185.499942	185.499942	
187.316801	187.316801	
